2025-12-13 18:43:45,999 - __main__ - INFO - Starting Mini SIEM...
2025-12-13 18:43:46,000 - __main__ - INFO - Mini SIEM started successfully
2025-12-13 18:56:46,590 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.73.59 [ID: 3476, Severity: LOW]
2025-12-13 18:56:51,607 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.58.195 [ID: 3477, Severity: HIGH]
2025-12-13 18:56:51,625 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.224.245 [ID: 3478, Severity: MEDIUM]
2025-12-13 18:56:56,643 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.95.41 [ID: 3479, Severity: HIGH]
2025-12-13 18:56:56,660 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.62.197 [ID: 3480, Severity: LOW]
2025-12-13 18:57:01,680 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.100.51 [ID: 3481, Severity: HIGH]
2025-12-13 18:57:01,697 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.72.44 [ID: 3482, Severity: MEDIUM]
2025-12-13 18:57:06,716 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.131.87 [ID: 3483, Severity: MEDIUM]
2025-12-13 18:57:06,732 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.164.197 [ID: 3484, Severity: LOW]
2025-12-13 18:57:11,765 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.168.72 [ID: 3485, Severity: LOW]
2025-12-13 18:57:11,785 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.213.41 [ID: 3486, Severity: HIGH]
2025-12-13 18:57:16,805 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.163.180 [ID: 3487, Severity: LOW]
2025-12-13 18:57:16,819 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.152.216 [ID: 3488, Severity: MEDIUM]
2025-12-13 18:57:21,828 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.220.88 [ID: 3489, Severity: MEDIUM]
2025-12-13 18:57:21,835 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.242.121 [ID: 3490, Severity: MEDIUM]
2025-12-13 18:57:26,842 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.139.118 [ID: 3491, Severity: MEDIUM]
2025-12-13 18:57:26,848 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.16.89 [ID: 3492, Severity: HIGH]
2025-12-13 18:57:31,868 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.223.189 [ID: 3493, Severity: MEDIUM]
2025-12-13 18:57:31,887 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.24.164 [ID: 3494, Severity: HIGH]
2025-12-13 18:57:36,905 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.99.64 [ID: 3495, Severity: LOW]
2025-12-13 18:57:36,923 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.140.252 [ID: 3496, Severity: MEDIUM]
2025-12-13 18:57:41,936 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.171.191 [ID: 3497, Severity: MEDIUM]
2025-12-13 18:57:41,944 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.68.165 [ID: 3498, Severity: HIGH]
2025-12-13 18:57:47,011 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.118.243 [ID: 3499, Severity: HIGH]
2025-12-13 18:57:47,022 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.82.75 [ID: 3500, Severity: HIGH]
2025-12-13 18:57:52,041 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.135.216 [ID: 3501, Severity: MEDIUM]
2025-12-13 18:57:52,055 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.126.1 [ID: 3502, Severity: HIGH]
2025-12-13 18:57:57,063 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.209.208 [ID: 3503, Severity: MEDIUM]
2025-12-13 18:57:57,068 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.181.104 [ID: 3504, Severity: HIGH]
2025-12-13 18:58:02,087 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.131.76 [ID: 3505, Severity: HIGH]
2025-12-13 18:58:02,107 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.196.63 [ID: 3506, Severity: LOW]
2025-12-13 18:58:07,118 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.188.54 [ID: 3507, Severity: MEDIUM]
2025-12-13 18:58:07,127 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.221.135 [ID: 3508, Severity: HIGH]
2025-12-13 18:58:12,180 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.14.189 [ID: 3509, Severity: HIGH]
2025-12-13 18:58:12,224 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.12.210 [ID: 3510, Severity: MEDIUM]
2025-12-13 18:58:17,243 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.90.178 [ID: 3511, Severity: HIGH]
2025-12-13 18:58:17,260 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.246.55 [ID: 3512, Severity: MEDIUM]
2025-12-13 18:58:22,271 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.28.97 [ID: 3513, Severity: LOW]
2025-12-13 18:58:22,284 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.207.187 [ID: 3514, Severity: HIGH]
2025-12-13 18:58:27,290 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.213.245 [ID: 3515, Severity: HIGH]
2025-12-13 18:58:27,295 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.223.143 [ID: 3516, Severity: LOW]
2025-12-13 18:58:32,316 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.156.237 [ID: 3517, Severity: HIGH]
2025-12-13 18:58:32,335 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.156.153 [ID: 3518, Severity: MEDIUM]
2025-12-13 18:58:37,360 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.23.237 [ID: 3519, Severity: HIGH]
2025-12-13 18:58:37,382 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.102.166 [ID: 3520, Severity: HIGH]
2025-12-13 18:58:42,402 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.215.139 [ID: 3521, Severity: LOW]
2025-12-13 18:58:42,421 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.133.13 [ID: 3522, Severity: LOW]
2025-12-13 18:58:47,465 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.157.111 [ID: 3523, Severity: HIGH]
2025-12-13 18:58:47,500 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.137.134 [ID: 3524, Severity: MEDIUM]
2025-12-13 18:58:52,544 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.122.31 [ID: 3525, Severity: LOW]
2025-12-13 18:58:52,582 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.199.64 [ID: 3526, Severity: HIGH]
2025-12-13 18:58:57,620 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.82.254 [ID: 3527, Severity: MEDIUM]
2025-12-13 18:58:57,647 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.196.27 [ID: 3528, Severity: MEDIUM]
2025-12-13 18:59:02,665 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.103.61 [ID: 3529, Severity: MEDIUM]
2025-12-13 18:59:02,679 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.204.138 [ID: 3530, Severity: MEDIUM]
2025-12-13 18:59:07,687 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.187.38 [ID: 3531, Severity: HIGH]
2025-12-13 18:59:07,692 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.75.224 [ID: 3532, Severity: HIGH]
2025-12-13 18:59:12,730 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.225.54 [ID: 3533, Severity: MEDIUM]
2025-12-13 18:59:12,766 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.85.208 [ID: 3534, Severity: HIGH]
2025-12-13 18:59:17,777 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.140.27 [ID: 3535, Severity: HIGH]
2025-12-13 18:59:17,787 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.20.76 [ID: 3536, Severity: MEDIUM]
2025-12-13 18:59:22,799 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.64.111 [ID: 3537, Severity: LOW]
2025-12-13 18:59:22,809 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.67.173 [ID: 3538, Severity: MEDIUM]
2025-12-13 18:59:27,833 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.185.126 [ID: 3539, Severity: MEDIUM]
2025-12-13 18:59:27,850 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.4.14 [ID: 3540, Severity: MEDIUM]
2025-12-13 18:59:32,871 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.157.110 [ID: 3541, Severity: HIGH]
2025-12-13 18:59:32,887 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.7.248 [ID: 3542, Severity: MEDIUM]
2025-12-13 18:59:37,904 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.92.202 [ID: 3543, Severity: LOW]
2025-12-13 18:59:37,921 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.115.155 [ID: 3544, Severity: HIGH]
2025-12-13 18:59:42,939 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.25.231 [ID: 3545, Severity: MEDIUM]
2025-12-13 18:59:42,955 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.163.8 [ID: 3546, Severity: MEDIUM]
2025-12-13 18:59:47,974 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.235.86 [ID: 3547, Severity: MEDIUM]
2025-12-13 18:59:47,992 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.225.66 [ID: 3548, Severity: MEDIUM]
2025-12-13 18:59:53,013 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.144.14 [ID: 3549, Severity: MEDIUM]
2025-12-13 18:59:53,030 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.119.110 [ID: 3550, Severity: LOW]
2025-12-13 18:59:58,036 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.38.188 [ID: 3551, Severity: MEDIUM]
2025-12-13 18:59:58,042 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.189.137 [ID: 3552, Severity: HIGH]
2025-12-13 19:00:03,062 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.215.70 [ID: 3553, Severity: LOW]
2025-12-13 19:00:03,079 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.38.116 [ID: 3554, Severity: HIGH]
2025-12-13 19:00:08,099 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.132.227 [ID: 3555, Severity: HIGH]
2025-12-13 19:00:08,115 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.199.149 [ID: 3556, Severity: MEDIUM]
2025-12-13 19:00:13,129 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.214.138 [ID: 3557, Severity: LOW]
2025-12-13 19:00:13,133 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.211.72 [ID: 3558, Severity: LOW]
2025-12-13 19:00:18,142 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.183.195 [ID: 3559, Severity: LOW]
2025-12-13 19:00:18,150 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.95.116 [ID: 3560, Severity: MEDIUM]
2025-12-13 19:00:23,174 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.234.94 [ID: 3561, Severity: LOW]
2025-12-13 19:00:23,193 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.109.60 [ID: 3562, Severity: LOW]
2025-12-13 19:00:28,213 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.196.42 [ID: 3563, Severity: HIGH]
2025-12-13 19:00:28,231 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.224.26 [ID: 3564, Severity: LOW]
2025-12-13 19:00:33,257 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.147.97 [ID: 3565, Severity: HIGH]
2025-12-13 19:00:33,274 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.101.4 [ID: 3566, Severity: LOW]
2025-12-13 19:00:38,284 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.5.110 [ID: 3567, Severity: LOW]
2025-12-13 19:00:38,291 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.211.218 [ID: 3568, Severity: MEDIUM]
2025-12-13 19:00:43,299 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.160.100 [ID: 3569, Severity: HIGH]
2025-12-13 19:00:43,306 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.195.4 [ID: 3570, Severity: LOW]
2025-12-13 19:00:48,321 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.180.26 [ID: 3571, Severity: LOW]
2025-12-13 19:00:48,332 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.146.137 [ID: 3572, Severity: LOW]
2025-12-13 19:00:53,352 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.102.94 [ID: 3573, Severity: LOW]
2025-12-13 19:00:53,413 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.198.6 [ID: 3574, Severity: HIGH]
2025-12-13 19:00:58,465 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.182.87 [ID: 3575, Severity: LOW]
2025-12-13 19:00:58,483 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.116.91 [ID: 3576, Severity: LOW]
2025-12-13 19:01:03,496 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.255.144 [ID: 3577, Severity: LOW]
2025-12-13 19:01:03,508 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.84.60 [ID: 3578, Severity: LOW]
2025-12-13 19:01:08,529 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.18.226 [ID: 3579, Severity: LOW]
2025-12-13 19:01:08,541 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.97.89 [ID: 3580, Severity: MEDIUM]
2025-12-13 19:01:13,572 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.209.213 [ID: 3581, Severity: LOW]
2025-12-13 19:01:13,584 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.140.69 [ID: 3582, Severity: MEDIUM]
2025-12-13 19:01:18,611 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.176.77 [ID: 3583, Severity: HIGH]
2025-12-13 19:01:18,623 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.43.93 [ID: 3584, Severity: LOW]
2025-12-13 19:01:23,629 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.33.110 [ID: 3585, Severity: HIGH]
2025-12-13 19:01:23,635 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.108.43 [ID: 3586, Severity: LOW]
2025-12-13 19:01:28,657 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.20.44 [ID: 3587, Severity: HIGH]
2025-12-13 19:01:28,677 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.85.133 [ID: 3588, Severity: HIGH]
2025-12-13 19:01:33,697 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.201.250 [ID: 3589, Severity: HIGH]
2025-12-13 19:01:33,714 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.154.185 [ID: 3590, Severity: HIGH]
2025-12-13 19:01:38,738 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.206.195 [ID: 3591, Severity: MEDIUM]
2025-12-13 19:01:38,755 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.3.186 [ID: 3592, Severity: MEDIUM]
2025-12-13 19:01:43,774 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.120.147 [ID: 3593, Severity: MEDIUM]
2025-12-13 19:01:43,792 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.43.250 [ID: 3594, Severity: LOW]
2025-12-13 19:01:48,837 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.126.84 [ID: 3595, Severity: LOW]
2025-12-13 19:01:48,886 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.148.209 [ID: 3596, Severity: MEDIUM]
2025-12-13 19:01:53,950 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.191.229 [ID: 3597, Severity: LOW]
2025-12-13 19:01:54,002 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.131.242 [ID: 3598, Severity: LOW]
2025-12-13 19:01:59,060 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.31.211 [ID: 3599, Severity: MEDIUM]
2025-12-13 19:01:59,119 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.166.103 [ID: 3600, Severity: LOW]
2025-12-13 19:02:04,139 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.172.57 [ID: 3601, Severity: MEDIUM]
2025-12-13 19:02:04,156 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.101.152 [ID: 3602, Severity: HIGH]
2025-12-13 19:02:09,176 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.66.100 [ID: 3603, Severity: LOW]
2025-12-13 19:02:09,192 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.28.35 [ID: 3604, Severity: HIGH]
2025-12-13 19:02:14,219 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.238.64 [ID: 3605, Severity: LOW]
2025-12-13 19:02:14,235 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.190.180 [ID: 3606, Severity: HIGH]
2025-12-13 19:02:19,256 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.108.123 [ID: 3607, Severity: LOW]
2025-12-13 19:02:19,269 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.28.154 [ID: 3608, Severity: LOW]
2025-12-13 19:02:24,289 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.150.106 [ID: 3609, Severity: LOW]
2025-12-13 19:02:24,305 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.135.254 [ID: 3610, Severity: MEDIUM]
2025-12-13 19:02:29,326 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.91.184 [ID: 3611, Severity: HIGH]
2025-12-13 19:02:29,342 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.111.248 [ID: 3612, Severity: MEDIUM]
2025-12-13 19:02:34,407 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.250.43 [ID: 3613, Severity: HIGH]
2025-12-13 19:02:34,442 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.89.85 [ID: 3614, Severity: MEDIUM]
2025-12-13 19:02:39,466 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.106.25 [ID: 3615, Severity: MEDIUM]
2025-12-13 19:02:39,484 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.150.191 [ID: 3616, Severity: HIGH]
2025-12-13 19:02:44,506 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.189.53 [ID: 3617, Severity: LOW]
2025-12-13 19:02:44,521 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.248.226 [ID: 3618, Severity: HIGH]
2025-12-13 19:02:49,532 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.7.48 [ID: 3619, Severity: LOW]
2025-12-13 19:02:49,543 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.45.67 [ID: 3620, Severity: LOW]
2025-12-13 19:02:54,561 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.62.234 [ID: 3621, Severity: MEDIUM]
2025-12-13 19:02:54,592 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.46.215 [ID: 3622, Severity: MEDIUM]
2025-12-13 19:02:59,610 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.15.44 [ID: 3623, Severity: HIGH]
2025-12-13 19:02:59,631 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.225.148 [ID: 3624, Severity: HIGH]
2025-12-13 19:03:04,641 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.135.6 [ID: 3625, Severity: LOW]
2025-12-13 19:03:04,647 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.246.157 [ID: 3626, Severity: MEDIUM]
2025-12-13 19:03:09,654 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.207.137 [ID: 3627, Severity: LOW]
2025-12-13 19:03:09,659 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.89.142 [ID: 3628, Severity: HIGH]
2025-12-13 19:03:14,667 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.150.40 [ID: 3629, Severity: LOW]
2025-12-13 19:03:14,672 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.92.97 [ID: 3630, Severity: MEDIUM]
2025-12-13 19:03:19,679 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.53.169 [ID: 3631, Severity: MEDIUM]
2025-12-13 19:03:19,685 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.212.184 [ID: 3632, Severity: LOW]
2025-12-13 19:03:24,692 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.247.208 [ID: 3633, Severity: LOW]
2025-12-13 19:03:24,697 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.232.191 [ID: 3634, Severity: HIGH]
2025-12-13 19:03:29,716 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.93.142 [ID: 3635, Severity: MEDIUM]
2025-12-13 19:03:29,733 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.109.137 [ID: 3636, Severity: MEDIUM]
2025-12-13 19:03:34,741 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.18.23 [ID: 3637, Severity: LOW]
2025-12-13 19:03:34,746 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.248.112 [ID: 3638, Severity: HIGH]
2025-12-13 19:03:39,766 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.240.13 [ID: 3639, Severity: LOW]
2025-12-13 19:03:39,782 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.117.85 [ID: 3640, Severity: HIGH]
2025-12-13 19:03:44,802 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.176.95 [ID: 3641, Severity: LOW]
2025-12-13 19:03:44,820 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.204.1 [ID: 3642, Severity: LOW]
2025-12-13 19:03:49,838 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.201.161 [ID: 3643, Severity: HIGH]
2025-12-13 19:03:49,854 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.146.184 [ID: 3644, Severity: MEDIUM]
2025-12-13 19:03:54,875 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.140.194 [ID: 3645, Severity: HIGH]
2025-12-13 19:03:54,892 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.239.134 [ID: 3646, Severity: HIGH]
2025-12-13 19:03:59,912 - __main__ - INFO - Alert stored: Directory Traversal Attempt from 192.168.101.120 [ID: 3647, Severity: HIGH]
2025-12-13 19:03:59,928 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.88.69 [ID: 3648, Severity: HIGH]
2025-12-13 19:04:04,946 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.169.175 [ID: 3649, Severity: LOW]
2025-12-13 19:04:04,966 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.131.205 [ID: 3650, Severity: HIGH]
2025-12-13 19:04:09,974 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.240.35 [ID: 3651, Severity: LOW]
2025-12-13 19:04:09,979 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.48.198 [ID: 3652, Severity: HIGH]
2025-12-13 19:04:15,008 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.139.180 [ID: 3653, Severity: LOW]
2025-12-13 19:04:15,027 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.104.75 [ID: 3654, Severity: MEDIUM]
2025-12-13 19:04:20,037 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.124.141 [ID: 3655, Severity: MEDIUM]
2025-12-13 19:04:20,041 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.236.24 [ID: 3656, Severity: MEDIUM]
2025-12-13 19:04:25,062 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.143.61 [ID: 3657, Severity: HIGH]
2025-12-13 19:04:25,080 - __main__ - INFO - Alert stored: Potential SSH Brute Force from 192.168.138.31 [ID: 3658, Severity: HIGH]
2025-12-13 19:04:30,099 - __main__ - INFO - Alert stored: Buffer Overflow Attempt from 192.168.115.80 [ID: 3659, Severity: MEDIUM]
2025-12-13 19:04:30,115 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.180.168 [ID: 3660, Severity: LOW]
2025-12-13 19:04:30,139 - __main__ - ERROR - Error in correlation analysis: unsupported operand type(s) for -: 'str' and 'str'
2025-12-13 19:04:35,154 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.50.178 [ID: 3661, Severity: LOW]
2025-12-13 19:04:35,170 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.80.3 [ID: 3662, Severity: MEDIUM]
2025-12-13 19:04:40,189 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.113.62 [ID: 3663, Severity: HIGH]
2025-12-13 19:04:40,207 - __main__ - INFO - Alert stored: Denial of Service Attack from 192.168.24.163 [ID: 3664, Severity: MEDIUM]
2025-12-13 19:04:45,228 - __main__ - INFO - Alert stored: Unauthorized Data Transfer from 192.168.158.225 [ID: 3665, Severity: HIGH]
2025-12-13 19:04:45,243 - __main__ - INFO - Alert stored: Malware Command and Control Traffic from 192.168.146.39 [ID: 3666, Severity: HIGH]
2025-12-13 19:04:50,264 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.30.76 [ID: 3667, Severity: MEDIUM]
2025-12-13 19:04:50,280 - __main__ - INFO - Alert stored: Web Application SQL Injection Attempt from 192.168.150.166 [ID: 3668, Severity: HIGH]
2025-12-13 19:04:55,299 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.46.139 [ID: 3669, Severity: MEDIUM]
2025-12-13 19:04:55,316 - __main__ - INFO - Alert stored: Suspicious Network Activity from 192.168.26.108 [ID: 3670, Severity: MEDIUM]
2025-12-13 19:05:00,338 - __main__ - INFO - Alert stored: Port Scanning Detected from 192.168.224.248 [ID: 3671, Severity: HIGH]
2025-12-13 19:05:00,354 - __main__ - INFO - Alert stored: Suspicious DNS Query from 192.168.95.22 [ID: 3672, Severity: HIGH]
